vin,sellingprice
5npeb4ac5dh685931,8168.061240360291
1gtn1tex4bz219049,14010.670503665446
4jgbb86e38a352687,14776.861131558844
2lmdj6jk4cbl09958,21569.3985612757
1g1pf5sc1c7154576,9010.705827900581
jn1cv6ap2cm936036,18376.207091597345
3tmju4gnxbm118106,15763.250012989878
1g1jc6sg8d4197774,9324.699561792562
1g6kd54yx4u102045,2024.6115097617621
5uxfa53573lw23919,4855.62305333091
1g1pc5sb7e7383198,12696.5637203623
1n4al3ap5dc114031,14481.301554400805
kmhdh4ae9du818333,11765.138649735829
3fahp0ga1cr321925,10249.347901646903
1fmcu9gx1duc66579,13073.266696440432
2c4rdgbg9dr586630,11244.871125568707
jtdkn3du3c5440021,13948.853842831137
2d4rn4dg8br731505,8908.166713513201
1ftrx12849kc16382,6860.674805236928
1gcec14w8ye296191,1288.6867030501235
3c6ur5dl4dg594013,31263.69470051505
1g6kd54y45u240438,3941.97775302596
2c4rc1bg5er215062,17127.192900069695
1gc0cvcg0bf217996,17274.670744124516
1ftsw21r08ea35541,22968.719129044694
wddgj4hb6cf762085,20389.02790247068
wbapk5c53ba995784,18378.56179990776
1n4al3ap8dn466489,12472.749248536153
2c4rc1bg8er444724,19922.977626940366
jthbk1eg0b2453572,19076.164152420846
jn8af5mv9ct114852,12610.562733358565
3c4pdcbgxdt660425,16185.861972104383
3n1cn7ap4el848317,9995.459525508883
1gnscce06er101869,40553.558083231685
2fmdk3kc0dba17577,21502.22151473978
1fmdk02125ga33724,4003.930643399868
1g1yy32gx45117125,25532.047544034882
1ftrf12w88kb31268,3367.98484678308
1ftne2ew1eda17521,21032.376164141657
1g1zc5e01af279003,7417.0446233804
1n4al2ap2cn421069,12512.634642482351
1fmfk19568la25161,12239.858602607539
kmhwf25s15a174316,2897.522840444024
jthbj46gx92293083,13469.611538619793
1g1jc5246x7234663,-225.4969576504427
1g1zg57bx9f233877,4762.273562769358
6g2ec57y18l144082,13309.317071914345
wba3x5c51fd561335,36725.05348221278
wbaxg5c58cdx02821,29724.744197005002
jtjht00w613507397,6079.804435713133
5npdh4ae4fh580134,13144.328156309162
1gys3bef8br310172,37010.0527000712
4jgbb8gb0aa587770,18445.81005891415
1g4ga5ec8bf315474,9545.217811418059
2c4rc1bg0cr306334,10576.869373139083
1n4al3ap1dc166319,13582.703672768353
1vwah7a33cc035274,10384.490239064931
jn8az08w26w507009,4323.065690988513
jhlre38728c058068,9158.62818950515
5yfbu4ee5cp040531,11071.181959022717
1g2jb12f637198718,2217.66322323639
jn8as5mtxdw516759,12458.397029648973
1d7rv1gt5bs615980,19437.665510114693
3g5da03e14s506223,5695.82152166047
jf2sh6dc1ah800013,10108.099804309299
1fmcu0gx9dub25013,14753.969757772722
ja4lx41gx3u033607,2134.254776749536
5tdkk3dc3bs068771,15038.600826390693
5fnyf3h90ab010956,18759.484139707838
jthbk262672026946,9414.646843839055
1c3ccbcg1dn580090,13825.326135235116
3fa6p0h92dr310817,10861.124455004658
5fnrl38758b020243,7610.413767832822
kmhdu4ad7au879520,6899.938759214275
5npeb4ac2ch428711,12032.725439085794
3fahp0ha3br174035,7731.010384601691
1fmhk7f96cga44040,25929.99690748268
kmhtc6adxcu028762,12450.051180155928
1hgcp2f68ca121052,12641.707185351383
jn8as5mv3cw369491,15169.643825828542
1n4al2ap7cn474124,11799.159554657586
1yvhz8bhxc5m07206,9050.677492450475
1n4aa5ap3bc830683,17270.241711217946
1c3ccbbb8dn617318,10329.13997498488
1n4al11d46n459570,4148.605706788743
1nxbr32e25z462046,3083.8196257111467
jm1fe173370213231,8340.635653580819
1c3cccag2fn516541,16149.887897811725
1gnkrfed4cj319906,12924.529006220831
jthce96s870007492,14389.688660873966
jn8as5mv3bw688906,13043.783213180148
wmwsu3c5xct258712,13923.495938715707
wdcgg8jb1dg088587,25803.102831926793
1d7he48n65s293738,5227.739448035674
wbapk7c54ba970422,17005.854580183182
1gnskke77er143980,38503.43313326214
wdcgg5hbxfg362621,34523.10692561479
1b3bd1fb1bn622612,9225.065171542872
2g61m5s35e9120552,28974.250036070407
1g4gd5e3xcf130173,15971.235193926765
1g8zs57n58f191580,2765.215960366744
2d4rn4de4ar220595,5478.046001735346
4jgbf71e67a151032,11980.56157477109
3fahp0ha3cr239449,7928.613507871633
5n1an0nw5ac526042,15393.373727457783
1g1pc5sb0e7169962,12072.174576707233
wba3a5g56dnp27058,26933.644818475004
yv1cz91h741109545,3542.584881387136
1g1ad5f56a7198951,2731.0292194347585
4m2du66w15zj06622,2288.9074852981485
5npdh4ae0dh318477,10271.034559276588
1n4al2ep9dc164631,13066.972633378355
4jgda2eb3ca030804,30967.954808741408
1gkfk66817j191487,10508.575675147655
1g1pc5sb1d7273794,9681.345978887555
1n4al2ap1cc229444,11710.954678312246
1c6rd7jt6cs147209,24650.889907015175
waubfafl7da160825,21685.02244350291
kndpbcac5f7704410,17846.22892110593
waubfafl5ca116708,21216.132983792024
2fmgk5dc3cbd09325,24987.44678271619
3n1cb51d85l546631,2612.9914502364754
2c3ka43r76h118109,2980.059797278842
1gkfc13j67r164908,8347.116252775293
jn1cv6fe7em900448,37216.09979773959
5xxgn4a68cg055051,17332.394799405156
3fadp4aj6dm162266,8088.626218350565
1ftmf1cw6akb34118,7028.124098131657
1ftfw1e62bfa46876,23326.44199553356
2c3cdybt0dh733940,25032.826354510213
4s3bd6755v7204244,423.21331415474197
1j8ft48b79d201231,7075.803426176069
1hgcp368x8a034493,11408.15983230796
1n4al3ap2dn508218,13708.829651082942
1fm5k7f86egb64093,26839.155025900764
2g2wp552x61215853,2298.517022016733
jtebt17r550056061,6454.143941748726
wbafr7c56cc809762,33509.98028740023
3hggk5h85fm715766,17504.309218233826
km8jn72d27u631975,6766.836947816594
jhmge8h48ac033137,7721.140512025869
2cndl13f876087514,3536.2094601338176
19uua66208a018984,8060.980833146435
3fa6p0h7xdr210852,12604.557331987637
1fafp44473f313533,3549.584476300499
1ftlr4fe1bpa22869,13784.606369680014
1g1az58fx67816531,5873.793862077375
kndjt2a2xa7121067,8611.851618160646
2b3lj54t99h605463,16713.423087416802
1g1zt62814f230324,2783.0873144316556
jn1ca21d5wm920296,641.9478390178974
jn8as5mtxew618533,14544.096956383475
1gtdt196268277524,10140.290942386437
5n3aa08a56n814142,10332.10213857027
1hgcr2f36ea268523,17050.095518244394
1ftnx20p44ea80809,2122.164416148964
1fahp3m20cl421785,10348.578869288585
1hgcp2f31ba011271,10391.951307154392
5yfburhexep081457,13034.954754590393
1fadp3k26el307620,12951.603884140814
wdcgg8jb2dg102786,25092.748667280546
5gzcz53426s899891,2433.2780354959395
1c4pjlcb7ew322911,21564.60494950768
wbavb17586nk31597,5090.291444789435
1n6ed27t33c442129,6926.031629279487
1j4gw38s42c157501,1819.449972153183
jtlkt334264047357,4595.388046427515
1gkkvredxcj191391,23920.413741832173
1gcskse34az112234,14966.071202565616
2hgfb2f57ch315141,11450.33080480136
1g1at58h997104339,3581.553332433339
wddng7db4da503560,34058.23190411039
1fahp24w99g107731,5123.758431084359
3fahp0ha6cr209040,9141.530583314885
3d4pg5fv7at146963,8390.106501502149
4t3zk3bb2bu041441,17850.36545706977
1j4gx48s44c401220,3921.182803133719
wbaka4c55cds99063,35130.04848050237
1ftfx1efxcfb73678,21012.172625058185
1c3cdwda9cd532503,8821.409563450923
1n4bl24ex8c226323,4717.707772002408
2g2wp552961130535,2448.8990914358383
1c4bjwdg1dl625169,27294.801537632462
wvwrh63b92p355081,1235.9625162046796
4t4bf1fk3dr274914,13672.896364957252
5n1an08ux8c507006,6473.111688190204
knadm4a31f6454718,11447.266226031357
2hgfb2f56ch331122,11069.04079955519
4t3bk11a79u010937,13552.019512417859
4t1bf1fk4eu403657,16311.24658618516
kmhdb8ae1cu142709,9429.831820172534
2c3cdxct8dh687069,21928.738281871236
1g1ja5sh4d4230102,9453.619551433136
1b3hb48b87d376184,5318.572564887461
3fa6p0h97er115698,15588.68651862372
1mefm43135g615357,2508.2786287440904
1gklvned7aj152302,18265.794135192646
1gkkrrkd4fj161607,32124.892413906462
1fafp36p2yw248700,1566.5839763540935
js2re9a31a6100330,6088.6105998311905
wauaf78e96a098747,6458.544819212743
1fahp3k22cl430720,8744.453825281918
3fadp4ej0dm183866,9370.841586662993
5npec4ac2bh255719,10463.152044359218
2fmdk3jc3dbb36287,23541.937986302444
1fahp3k2xcl236095,11093.357746666525
1c4njcbaxed666244,14019.745346251084
1ftpw14v99fa34117,19014.900158471497
2c4rdgcg7er173427,15866.05037096463
2g4gn5ex4e9229955,19964.626793438143
2gcec19t741293194,5452.9217232741685
1g1pc5sbxe7295116,12613.255276773434
5xyktca6xeg527324,18112.40000206336
yv1672mc0cj131749,23559.517750741194
1c4njpbb3ed821913,11442.415303860225
1n4aa5ap6cc825091,19532.647164929145
wmwrh335x6tk58068,7984.067152914067
1g1ph5sc1c7277448,9603.312559106993
2gnflnek9d6294382,14648.851445311906
1gtr2we78cz106397,22853.29555143151
2t2bk1baxac036358,25847.108544706207
4t3ba3bb5du034457,20216.129676044467
1fahp3fn0aw234484,7222.883606120933
waujfafh7cn006209,25506.22991519681
1hgcp2f73ca041912,11728.937538397377
5j6tf2h57cl010724,18763.46323782767
kndjt2a62d7522362,11267.032733393376
5npdh4ae9eh496924,12779.077467923391
jtezu17r948020563,6345.964259853252
1hgcr2f50da157921,18982.50964085749
3n1ab7ap5dl780074,13110.083529011734
1n4aa5ap8ec436245,18563.59208584039
jhlrd78575c036443,4860.828012287739
jm1bk323941175715,1801.4398588981603
wddhf8jb5ca596162,25985.745066187228
1fmfk15537la82728,12279.36075677184
jm1cw2cl5d0155050,12800.270928213584
1fahp2fw0ag143163,8228.934424282908
1nxbu40e59z002179,6186.267798934152
1ftrw12w28fa76678,12903.101234529937
2fmdk3gc3dbb57549,19016.728879320337
jn1by1ar5cm392316,24127.65418781565
2t3dk4dvxcw076883,22572.696879415955
km8jn72dx6u349100,4878.328261874305
1gkdt13s442293492,6121.092756039362
1zvbp8en7a5136280,5993.4941623906925
3vwlz7ajxbm322936,10443.302040712086
1gndt13s422497192,1582.6148962471689
jn8as5mv1cw410944,15128.981311010106
2t3bfrev3dw037304,16238.615091431871
salmf1d44ba345539,32978.65995295189
2hnyd18846h537735,7251.324521488817
jn8as5mv3cw714809,15919.150107760528
2c3ak63h75h647425,6877.3217356903
2g1fa1e39c9152958,16224.040411577658
5n1ar2mm8ec690763,24549.347043019137
1gnkrged3cj267075,17075.742965954654
jm1cw2cl9d0148845,9291.23595316925
ja32u2fu8cu018888,6431.165402805403
3fa6p0h7xdr288726,14131.019431195717
2t2zk1ba0cc076837,30056.556963829244
1gkfk66807j189326,14703.231868493405
kndmg4c77c6474784,9641.526311679761
3fahp0ha6cr263230,11455.914562843627
2g1wg5ekxb1130218,7018.347316452322
3d4ph9fg4bt537589,12900.586261294053
jh4cu2f82cc014171,19018.050323070587
kmhtc6ae3du154293,11794.446703767158
1n6ad0ev4dn720551,19646.92853819134
2t3kf4dv1bw104676,15371.986286078507
5npdh4ae0dh335103,11273.394164518308
1g1ra6e42cu112386,13091.485530866279
4t1gb11e0su012150,1338.7506309957007
wbake3c51ce770490,23639.50770949774
2b3ca3cv8ah308390,6974.884024401028
3fahp0ha8cr341443,8620.84316377826
jm1bl1vg8b1386434,10065.911667534041
waujt64b34n028875,2356.00038919522
jtegf21a220067794,4330.601972714174
kmhct4ae4du440500,10340.84704096685
3gkec16z33g116757,5470.487492168229
1yvhz8ch2b5m25499,12079.289453033805
3gyfncey7as549825,16293.682503077553
jtmzd35v885101397,5884.545458387825
wmwzf3c57ct188997,13005.878236635524
1n4al11d72c248515,3779.6759088427716
2c3cdxbg8eh296235,17986.35238757565
1c3cccab9fn599096,15518.60541208173
5yfburhe1ep117567,12383.449088056523
wbalw7c54cc618689,37921.84203737168
1gndt13w9x2141654,440.2251653299991
1j8hh58n68c179575,11921.547192929149
1gcgg29vx51269497,6768.869967520531
1fmjk1h59eef43275,29607.566180632282
1zvbp8am2e5265112,18226.269027388174
1c4bjwdgxcl151902,26733.62336700605
3lnhl2jc7cr809235,16594.201921393887
jthba30g365161425,9600.1953464114
wmwmf33549tu70520,5851.050315137302
3gtp2ve74dg381235,28397.350633200713
1fmcu9g93eub66146,16857.325575512783
jthbf30g325017255,3323.5825196247897
1c4pjmcb1ew140157,20207.38576592483
jf2gpacc4e8229779,19240.8802694308
3vwdp7aj3cm329996,8004.2427032064015
wddgf8ab1dr273919,23762.51863503066
js3ty92v544101649,2357.7919240096853
3n1ab6apxbl716801,6767.114333705165
1ftyr10d89pa50313,8338.95521209733
jnkcv51f64m712833,4481.201476036651
3fahp0ga4cr341585,8880.10500423078
waujc68e34a056087,2607.3057750292282
2b3ca3cv9ah302131,5974.55269634451
1n4al3ap2en337519,14170.36136745964
knafw6a30c5624924,11375.853789579887
shsrd78526u423136,6025.790439435949
1vwcp7a34dc057541,14769.59412610684
5fryd3h82eb001175,36008.96078420115
2t3bf4dv0bw174914,15147.299530554308
1gnet16s856114366,3882.86601322125
1fmzk04176ga40429,3727.5693238692456
2c4rdgcg5dr580466,11385.33574565287
1hgcs1b36aa018939,10875.24401596488
2fmdk4ak7cba76672,24292.674760751775
1c4hjwdg9cl251807,23007.49218775928
5npeb4ac7bh283826,8881.565981392185
3d7jb1ek0ag103694,12576.306819058878
1gnmcbe3xar152816,23345.00723802032
kmhdb8ae8bu097301,6894.562501847123
knafu4a26d5734539,10023.15248776653
1vwat7a30fc021786,10943.03702783636
19uua56692a056167,2913.3419317127646
1gkkrred5bj155398,15461.396015555107
1fmcu0j93dub25258,17836.708679403535
4jgbf8ge7aa543103,21679.546699428338
5npeb4acxch501310,11646.47473340092
jtdbu4ee7a9100702,7473.499100830938
1fmcu9hx1dua35518,14141.130369751747
2g1fk3dj4d9206340,23572.176903524
1fadp3f24el160630,12165.382943565693
1gnuche05ar139903,13949.356129141204
kmhgc4dd0cu170507,15393.169224385976
nm0ls7bn0dt160762,18164.394087081335
5fnrl5h66bb093681,21438.36465053403
1n4al3ap6en342982,16120.092931246983
2t2bk1ba3ac062011,23379.530826619826
5gaer23758j142593,8986.911942862216
1gnfk36399r302278,18458.793982317784
2g1wg5ek1b1321137,8095.180250520285
1fahp2d88dg130928,11872.642664351635
3fahp0ha1cr239742,10618.020396793463
3fahp06z07r245353,1740.806530329959
1fahp3m20cl345937,9282.496065926567
1hgcm66544a049808,5107.387593099133
jnkcv54e84m803234,5800.440599219746
2b3ca3cv8ah267940,9433.179542254318
1fadp5cu9dl516392,14094.815356674872
1c3cdzabxdn562779,9806.526799739388
1g8zs57b09f130886,4739.5329609849
1fahp2d81dg159932,11360.143357487123
2t2ga31u34c004209,11595.038216630443
1g1zt61826f239442,2257.686786816439
1ft8w3bt5eea32754,39420.215024065576
3n1ab6ap5al700150,5431.395362244925
2b3cj5dt7ah324072,15833.151846588938
2d4gp44l56r791505,3447.6630782975662
2cnalbec9b6274457,9182.75767085434
1g1yy32g0y5113106,11228.408431358283
1n4al2ap6cc149993,13878.896761692109
2hkrm3h74eh524454,25435.92675762133
2g1fc1ev4a9154755,11204.004090368138
kmhht6kd5du082105,16888.92758003861
2c3cdxctxdh604631,23439.54736168326
1n4al2ap2cn415837,11598.384701027608
1ftex1cm1bfb38149,18839.19945597093
1gkcs18w6yk224187,1263.5264708190025
jn8az1mw8ew513729,18825.474816434085
2gnflgekxd6403329,17061.977249392454
3n1bc1ap7al410979,6115.629118274981
1fmzk05145ga03352,1811.3834537678867
kndpb3a26b7014974,9442.12547691707
jtjzb1ba0d2007454,37130.44892009414
1gcec14v34e141615,4322.96325071775
2g4wd582291230007,11315.242469080526
3n1cn7ap3el821447,6949.868140370147
yv4cy982491496604,11510.355167171998
2d8hn44e99r657997,7083.357928660076
1g11c5sl1ef295090,14747.351119410712
3fa6p0h70dr112235,15054.378452844907
1g1al58f487120963,989.6804064818953
1n4al3ap5ec264660,17728.630692305363
1gtgg25v771132705,5364.979223530053
wbaev53403km26733,4347.583582160236
5fnrl38787b066003,8539.395997388008
jhmfa36298s023342,8462.916969288943
kmhdh4ae9du800866,11967.172872909436
1fmeu7ee8aua75199,11431.971364094306
2fabp7ev8bx140180,8731.944199705042
2fmdk3jc1bbb63775,15760.491702174393
2g1wl16c269284411,4188.545908085054
5npeb4ac2dh797893,12668.884570641281
2c3ccacg8ch129904,16475.938319274028
1d7he48k76s500211,8390.599488703601
1yvhz8dh6c5m38028,11077.47220665784
wbapk53599a512230,14004.588236507116
3gnek13t52g170419,5394.389003395742
1g1pc5sb0e7362533,12724.609152401263
2c3cdxhg0eh149947,17577.50311398606
1c6rd6kt6cs212682,21955.357635657274
1n4al2ap4cn403799,12223.03703964948
1g4gb5g37ef102935,15101.905847876727
jthbj46g992320791,14347.124651132941
5fnrl38747b123362,6660.5341479728995
jm1bl1vgxb1415450,8458.669729609417
1g1al52f457539402,2406.386266602316
jn8az08t03w113459,3286.043448080558
1gkfk66u03j284444,3979.405487713004
1zvht82h185199650,17372.23293589225
1gkkrned0cj412753,21300.13833269852
salsf2d48da766308,36238.82232765176
3gnfk123x7g236721,19853.294163525978
1fmcu0e70ckc05524,18465.16207368842
2fmdk4jcxeba75446,23482.520502731408
1n4aa5ap2cc825525,16388.356040998875
3vwsg71k06m646560,4698.71611991262
1fm5k8f89egc02941,27573.780341906568
1g1pc5sb8e7165237,11469.725609167188
1n4al2ep1bc104047,13118.418897045574
3c3jy45x77t588944,3095.318926647489
waulfafr4ea062958,32364.55710075101
2fmdk3gc4bba39670,9522.156554781013
1n4al3ap5ec172366,14207.59418493172
2hgfb2f80ch537806,10946.235196302465
3fahp0ja3cr413157,14784.996948434195
1fmcu9g90euc24553,17739.31422047073
jn1cv6arxbm356730,17402.635728132016
5xyktca60fg556333,20421.790533810723
1g1pc5sb8e7334978,12949.804428282845
jm1fe17n540103634,5531.316454302367
jn8as5mv2bw281210,11925.271211246858
1c3ccbbb5en178712,7343.680972208994
2fmgk5dc9cbd20815,24297.30882883774
1zvbp8em9e5227175,13933.829656996844
1fadp5bu5el515520,15325.539956149054
4t1bf30k62u012932,3895.4831163289327
1fmcu9jx1eud74212,22218.94723955408
1c6rd6fp9cs168786,13119.944607836887
2g1wb58n381277185,4316.281949568513
5npeb4ac6dh613930,12275.200244954653
2c4rdgcg6cr333617,10365.535394311108
1c6rd7kt3cs195829,21352.484789263985
1fmzu75w53ub71899,2136.9275892105015
sajda01d2ygl50959,1012.9456210333792
4a4ap3au3ee014724,14634.49692957871
4t3bk11a09u021357,14067.06297267936
1gnskkkc5fr205430,36843.02135052558
1g2zh58n174244468,3207.6671769725053
2hgfb2f57dh599078,13827.893023771707
1c4njrfb8ed784878,15954.90710465826
1g6du57v390159793,11807.651131466735
1n4al11d26n343493,5068.989711780988
jthbf5c25a5114337,14481.109143607477
1n4al11d82c259183,6444.177097630867
3n1ab7ap5dl636556,12009.478750295115
1n4al2ap0cn489516,10475.71002055179
wbscd0325vee11754,6399.959687585353
salsk2d47da814165,36375.111642523276
1ftfw1et3cfb53409,27685.838492038984
55swf4kb8fu001291,32970.78065092066
1fbne3bl7eda82541,21678.321093089904
1n4aa5ap5ec461281,16585.06332232927
1ftfw1et5dfa59081,31792.338837030424
2fmdk39c78ba90487,11131.442687735835
1ftne2ew5ddb06930,20759.411998994365
4t1bk36b86u161660,8252.166270428723
3c3cffar1ct352348,8314.887525168568
js3tx92v754105898,3129.358533698196
kndmb233566030873,3693.7821000102886
5fnyf4h91bb084006,24473.52886249906
1fm5k8d83dgc21762,25143.24247668528
3vwdp7aj2dm270960,10958.876999056296
2g1wb5e34f1108907,29431.52576288391
1g1zt58n17f152557,3699.04592323653
1ftfw1cv0ake76812,20585.426633307477
wbakg7c5xce802435,23383.92492984288
2c3ccaag0eh276126,14961.657570354924
1g1zs52f45f136970,5939.094659786851
3vwjp7at3cm626741,12416.97185108519
5n1bv28u64n307903,3718.224801922639
1fmcu9j99eud38883,21598.598396550653
knafx4a65e5096893,11077.626600446394
19xfb2f51ee233919,15603.903344315844
wbalw7c55cdx58177,33712.15880041326
wddgf81x69f211596,14866.461450971816
5j6re3h45bl055587,15636.057923753024
1vwcs7a33ec045722,22059.316591242226
5npec4ab7ch389960,13534.124245910381
3n1bc1cp4ck813081,8572.724443313928
5fnrl38627b411596,6573.222365487383
1fahp3f28cl307174,10190.899504581614
2g1wd58c469142353,4130.609619481635
wbavb33546ps11319,5941.659252964341
wbaxg5c54cdy30327,27638.031799302895
jn1cv6fe7bm952299,24411.100569184324
1g1ra6e40cu118204,13133.2597691431
1fm5k7f89egc48957,29776.662972308095
jt3hn86r9y0287315,3816.8324222524734
2hnyd2h60bh520588,22539.92608010366
4s3bmbd68e3010479,14314.033135272704
wvwpd63bx3p054100,1575.815636879297
4t1bg22k0xu511253,1966.6099746933633
1gazgyfgxc1170721,21075.709767419103
4t1bf1fk3cu072678,14185.760438290321
5xxgm4a76cg050751,12636.232170208712
jn1cv6ap7dm300259,21324.347233421704
1gner23d89s168824,12415.38680927197
1gnds13s882104273,4211.754947764184
1fmeu63e37ua88013,5881.834848644349
3fadp4ej3bm153712,5108.414173544508
1gcsgafx9e1154304,17910.74350000213
3fadp4bj1em142832,9816.941897974368
1n4al2apxcc115202,9761.61720345821
3gnal2ek7es677488,14931.14457636325
3fa6p0hr5dr321598,15072.684208393948
wmeej3ba1ck554555,6111.897399289791
5npec4ac5ch383423,13107.997154366381
5fnyf28726b005144,8706.438518302348
4a3ab36f48e027192,3743.2400992453986
jhmge8h66bc016405,10122.140649687539
jthbf5c20a5123852,16358.884619568598
1fm5k7f82dgc07309,24486.15514144053
jn1cv6ar3cm677526,18813.955270009596
1fm5k8d86dga01337,24244.827173431768
3gnal2ek9ds633734,11658.88184322387
wddgf4hb5cr199921,20825.173260702555
1hgcp2f60ca196263,14889.261900878337
1gker23708j127812,12449.845160123488
5npeb4ac2ch502628,13026.793470449957
4jgbf7be2ba673986,26504.163893937795
5xyktca69eg476009,14987.823228771256
1gnds33s092120075,3032.3102167972593
1gkdt13s542285854,6089.286159892836
1gchk29u05e215404,11978.094598698764
1fa6p8cf9f5327146,28005.163511752547
1fahp2fw4ag142971,8022.874597501408
jn8az08w94w342475,5670.807725308746
1n4bu31d8vc204427,1152.0049713938351
2g1wt58kx69406394,2434.9768285990067
2t2bk1ba3ac023984,19724.159837360312
jthbj46g272048498,13350.031220957215
kndjt2a68d7505758,8996.569521889745
1fmjk1j50eef50769,30049.972612774334
3gnfl4e56cs652025,11933.254131718324
3fa6p0h71dr346223,11702.938338922435
5tdzk23c58s160600,6497.944295167114
2g1wf5e39c1152031,8277.074698871174
jn8as5mv5cw384980,16802.099093382974
1g1pd5sb4d7213747,12151.797017971188
1d3hb18p89s796686,10391.289326614002
2fmdk3gc9eba20228,19009.029761194415
1n4al2ap3cc138143,9759.747178391137
jn1cv6ar4dm751750,22084.841518667163
3gnfc16008g116764,14610.34199483592
2fmdk49c07ba86818,7400.38718253561
1fmeu63e48ua10731,5201.438015154072
1g1pf5sc0c7144346,10919.177990381071
1fmcu0f7xdud21513,14172.978732560246
jm1gj1v6xe1162637,19502.120753037212
kndjp3a50e7069250,13419.58473822904
1g1pe5sb0e7120318,12823.223983632537
1g4hd57228u141597,5311.0541199191475
jtmbf31v79d014924,13441.953436731252
kndpbcacxe7641769,17102.019124694267
1c4njpbb4ed916965,7886.547047289409
2c4rc1bgxer211458,18242.694399548825
jnkbv61f67m811545,6262.239049483794
5npdh4ae6dh334120,11177.676833759902
5npeu46f06h009600,3043.0745094182585
1ft8w3bt1bec30601,12976.7042952769
jn8az08t85w316859,4888.454592151429
4s4brbcc0e3328584,24183.9396181647
1fmcu0gx5dud91645,18265.78266683256
3fa6p0h76er171775,14916.966474900397
1b3cb4ha9ad651960,5464.307030825895
4t1bf1fk9du257271,11761.42566220708
jn8az1mw6cw223437,15853.919822961034
1ftzf18w2wka47113,1648.763188056777
5n1ba0ne8en601463,26382.307934942324
wauacgff5f1002102,25752.07577427668
1gcec14x48z225796,5895.526073219681
1n4cl21e39c156951,5313.433178697593
1gys4bef8cr203105,38144.94132477479
5npeb4ac3dh599890,11286.782908794587
2t2zk1ba4dc111512,31771.755517949703
1fmcu0dg4cka84384,13002.168395101435
3n1ab7ap1dl716341,11017.166586360509
2c4rc1bg5dr658066,14617.067889612015
waudf78e27a237566,4337.824348941551
waulc68e74a126568,4025.7305756776695
4t1be32k43u677393,2228.4933052491688
2g1fc1e3xd9231017,17598.337443986653
2c3ka43r58h244486,6229.593982408624
2g1wg5ek2b1304881,8190.88437156878
jnkda31a82t013117,2170.819941352818
5npeb4ac4ch432582,12035.44682325722
1fmcu0f7xeud29709,15945.991078118204
2c3cdxbg8dh678280,17182.73107133569
1fbss3bl8dda34220,16865.129162775782
1c4njrbb1ed534047,13081.46101740731
1c4bjwfg1dl573720,28899.179189914885
1hgcg32462a000528,1770.6618400016087
2d4rn4dg4br692850,7970.128460924009
4t1be32k45u630657,3951.5808930699823
jm3er2bm5b0353934,12078.84703702029
jh4cu2f41cc014529,16469.95018418025
5tfju4gn0cx025672,19210.561053504083
1gtds13e278133671,10275.884475430925
1ftrx14w67na05644,11975.286598708
1g6kd57y18u200995,2614.4688940307387
3gtec13c49g189625,19543.3609281385
1n4al3apxdc139927,16156.776826647116
1c3cdfbaxdd302523,10132.774141094347
3n1cb51d45l594837,2538.747092063135
1hgcm56653a030038,4256.704075631753
4m2yu56116kj01382,4251.722329707611
jtdktud38cd518740,9311.093857213633
3fadp4bj8dm183750,10640.179735032081
1g1pc5shxc7202354,10091.375491950335
1n4al2ap7cn503427,11347.232743960956
1n4al11d33c197886,3609.866188723472
1g6et1290xu604023,279.7079124840038
19uua56663a082095,3799.3849114036093
1ftpx12594na22824,7403.411987358254
1c3ccbbb1dn674055,9927.503335109452
1fmjk1h50eef13470,28610.58476747151
sajwj0ef7d8s88693,30088.281328610617
jn8ae2kp8b9003677,15898.382872934597
1j8hs58n15c583400,4831.367305455729
2a8hr54p58r782397,6762.352390076622
wdbpj75j33a034064,5895.58777066263
jn1ca31d3yt525547,1248.9761478678083
wbaph7c56be679900,15902.98772840038
5npec4ab1ch500311,13204.08570681345
1nxbr32e23z149687,1911.866501559558
3fa6p0hr5dr116816,16272.27831618574
4t3zf13c12u507537,3190.077499811654
wddgf54x59f266941,13711.393952232007
3fahp0ha4cr135746,9453.581675817155
1c4pjmakxcw136317,12734.30855456168
1fm5k8f88egb84979,28232.129123214865
1c4pjmak9cw167154,12742.177661499602
wbabn33441jw48721,2862.7254216955625
1fmeu5d87aua31212,25337.209758479476
1gc1kxcg0bf126732,24262.917636281025
5j6re3h4xbl039921,16690.777366936043
wmwsy3c50ct144223,21065.266873000677
1gkkvrkd7dj225325,25962.205291821425
3fahp07zx8r127956,4414.906176474435
4s3bmbc60e3038410,18704.464556227158
jt8bd69s040195591,7202.970224376498
jthbk262775026548,6085.124706435779
5fnyf18417b025760,8090.493405141777
4t1bg22k0vu112548,551.0283996104863
3gnfk32319g127546,24712.687276038
5uxwx9c55d0a15294,30415.6001356291
2fmgk5b8xdbd22458,18730.14727876188
1ftpw14525kc77222,2851.3942416893497
1g8aj55f06z185886,4290.268445767169
jtjjm7fx5a5003662,26137.57492486759
1fa6p0h71f5107311,17254.874338969537
4t3bk3bbxau030414,16151.084154965421
3fa6p0d91fr154231,21941.220507691956
waurvafd2cn011854,33979.55078482742
1fmdu75w82za90519,1556.385665308706
5yfburhe5ep089661,11897.12213613532
2c3ca4cdxah163059,7923.235818720988
1gccs149178121802,4967.004087152933
wddlj7db2ca012315,35837.852631612084
2a4rr5dx7ar436346,6259.691639930655
3fa6p0g71dr262601,9684.274209863226
